regime,unit_id,phase,R_final,recovery_slope,structure_value,structure_kind,structure_available,optical_source,label_method,label_confidence
mining,MINE_US_00251,stable_restoration,,0.00624,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00252,degraded,,0.00072,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00253,early_restoration,,-0.0172,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00254,early_restoration,,-0.00811,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00255,stable_restoration,,0.00675,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00256,early_restoration,,-0.0018,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00257,stable_restoration,,0.00834,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00258,stable_restoration,,-0.00939,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00259,stable_restoration,,-0.00164,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00260,degraded,,0.0015,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00261,early_restoration,,-0.00027,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00262,early_restoration,,0.0063,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00263,degraded,,-0.00046,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00264,stable_restoration,,-0.01074,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00265,stable_restoration,,0.00618,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00266,degraded,,-0.00119,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00267,stable_restoration,,-0.00847,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00268,stable_restoration,,-0.01873,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00269,degraded,,0.00134,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00270,degraded,,-0.0021,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00271,stable_restoration,,0.00356,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00272,early_restoration,,-0.00902,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00273,early_restoration,,-0.01693,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00274,early_restoration,,0.00182,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00275,stable_restoration,,-0.00866,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00276,stable_restoration,,-0.01488,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00277,stable_restoration,,0.00202,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00278,early_restoration,,0.00261,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00279,early_restoration,,0.00241,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00280,degraded,,-0.00105,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00281,degraded,,-0.00248,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00282,early_restoration,,-0.02244,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00283,early_restoration,,-0.00334,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00284,degraded,,0.00165,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00285,degraded,,0.00194,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00286,stable_restoration,,-0.00284,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00287,early_restoration,,0.00263,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00288,stable_restoration,,0.01225,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00289,stable_restoration,,-0.0176,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00290,degraded,,0.00021,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00291,stable_restoration,,0.00206,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00292,stable_restoration,,-0.01009,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00293,stable_restoration,,0.00397,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00294,stable_restoration,,0.00594,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00295,stable_restoration,,-0.00706,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00296,early_restoration,,0.00014,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00297,early_restoration,,-0.02186,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00298,stable_restoration,,-0.00886,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00299,degraded,,0.00278,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00300,early_restoration,,-0.01066,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00301,stable_restoration,,0.00118,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00302,degraded,,0.00284,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00303,stable_restoration,,-0.01201,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00304,early_restoration,,-0.00033,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00305,degraded,,-0.00292,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00306,degraded,,0.00116,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00307,early_restoration,,0.00167,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00308,stable_restoration,,-0.00869,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00309,early_restoration,,-0.00515,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00310,degraded,,0.00128,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00311,degraded,,0.00231,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00312,stable_restoration,,-0.00823,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00313,stable_restoration,,-0.00618,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00314,degraded,,0.00151,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00315,degraded,,0.0027,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00316,degraded,,0.00307,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00317,early_restoration,,0.00262,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00318,stable_restoration,,-0.00378,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00319,early_restoration,,-0.00473,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00320,degraded,,0.00125,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00321,degraded,,0.00311,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00322,early_restoration,,-0.00224,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00323,stable_restoration,,-0.00022,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00324,stable_restoration,,0.0011,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00325,early_restoration,,0.00556,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00326,degraded,,-0.00261,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00327,degraded,,0.00117,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00328,degraded,,0.00147,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00329,degraded,,0.00094,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00330,degraded,,-0.00199,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00331,stable_restoration,,0.01594,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00332,stable_restoration,,-0.01616,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00333,stable_restoration,,-0.00327,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00334,early_restoration,,0.00153,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00335,degraded,,-5e-05,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00336,stable_restoration,,-0.00646,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00337,degraded,,0.0016,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00338,early_restoration,,0.00574,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00339,stable_restoration,,-0.00489,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00340,stable_restoration,,-0.0107,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00341,degraded,,0.00242,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00342,stable_restoration,,-0.01715,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00343,stable_restoration,,-0.01254,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00344,degraded,,0.00204,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00345,early_restoration,,0.00293,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00346,early_restoration,,-0.00116,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00347,stable_restoration,,0.00522,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00348,degraded,,0.00183,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00349,degraded,,0.00169,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00350,early_restoration,,0.00575,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00351,degraded,,0.00136,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00352,degraded,,0.00104,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00353,degraded,,-0.0003,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00354,degraded,,0.00153,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00355,stable_restoration,,-0.00324,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00356,stable_restoration,,-0.01101,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00357,degraded,,0.00329,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00358,early_restoration,,0.00037,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00359,stable_restoration,,0.01037,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00360,degraded,,0.0004,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00361,degraded,,0.00088,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00362,degraded,,-0.00027,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00363,degraded,,0.00267,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00364,early_restoration,,-0.00346,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00365,stable_restoration,,0.00159,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00366,degraded,,0.00083,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00367,early_restoration,,-0.00161,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00368,stable_restoration,,0.00142,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00369,early_restoration,,0.00319,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00370,early_restoration,,0.00217,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00371,degraded,,0.00163,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00372,stable_restoration,,0.00498,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00373,degraded,,0.00059,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00374,degraded,,0.00196,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00375,early_restoration,,0.005,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00376,stable_restoration,,0.00274,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00377,stable_restoration,,-0.00818,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00378,early_restoration,,-0.01272,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00379,stable_restoration,,-0.01064,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00380,degraded,,0.00182,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00381,early_restoration,,-0.01135,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00382,degraded,,0.00147,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00383,early_restoration,,-0.01688,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00384,early_restoration,,0.00172,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00385,degraded,,0.00026,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00386,early_restoration,,-0.00153,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00387,degraded,,0.00194,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00388,stable_restoration,,-0.00332,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00389,early_restoration,,0.00197,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00390,stable_restoration,,-0.01418,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00391,early_restoration,,0.00118,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00392,early_restoration,,-0.00834,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00393,stable_restoration,,-0.01731,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00394,degraded,,0.00376,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00395,early_restoration,,-0.00207,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00396,early_restoration,,0.00892,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00397,degraded,,-0.00495,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00398,early_restoration,,-0.00039,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00399,early_restoration,,-0.00016,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00400,degraded,,0.00316,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00401,early_restoration,,-0.0008,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00402,degraded,,0.00049,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00403,stable_restoration,,-0.00219,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00404,early_restoration,,0.00287,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00405,early_restoration,,0.00316,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00406,stable_restoration,,0.0081,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00407,stable_restoration,,-0.00146,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00408,stable_restoration,,0.00581,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00409,early_restoration,,-0.01614,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00410,stable_restoration,,-0.00849,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00411,early_restoration,,-0.00216,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00412,degraded,,0.00333,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00413,degraded,,0.00021,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00414,stable_restoration,,-0.00479,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00415,early_restoration,,0.00283,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00416,early_restoration,,-0.00684,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00417,early_restoration,,0.00419,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00418,stable_restoration,,-0.00304,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00419,degraded,,0.00163,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00420,stable_restoration,,-0.00939,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00421,stable_restoration,,0.00215,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00422,degraded,,0.00202,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00423,stable_restoration,,-0.00829,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00424,early_restoration,,-0.016,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00425,stable_restoration,,-0.00551,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00426,early_restoration,,-0.0199,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00427,stable_restoration,,0.01364,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00428,early_restoration,,-0.00982,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00429,stable_restoration,,-0.00503,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00430,early_restoration,,0.00157,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00431,early_restoration,,-0.00849,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00432,stable_restoration,,-0.0017,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00433,stable_restoration,,-0.00678,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00434,early_restoration,,-0.00315,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00435,relapse_degradation,,0.00237,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00436,degraded,,0.00233,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00437,early_restoration,,0.00057,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00438,degraded,,0.00293,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00439,early_restoration,,-0.02289,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00440,stable_restoration,,0.00658,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00441,early_restoration,,0.0043,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00442,stable_restoration,,0.00222,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00443,early_restoration,,-0.0026,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00444,early_restoration,,0.00275,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00445,early_restoration,,0.004,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00446,degraded,,0.00392,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00447,stable_restoration,,-0.00145,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
mining,MINE_US_00448,stable_restoration,,-0.00477,,S1_VH(pending),0,Landsat_C2_L2,regimeB_v0_RS_t0,RS_t0_v0
